,Number,Title,Overview,Genres
,9606,Kung Fu Panda: Secrets of the Furious Five,order teach martial arts class rambunctious bunny kitten po tell stories furious five pasts,Animation
,9607,Sympathy for Mr. Vengeance,story ryu deaf man sister require kidney transplant ryu boss park lay order afford transplant ryu girlfriend develop plan kidnap park daughter things go horribly wrong situation spiral rapidly cycle violence revenge,Action
,9608,Damage,life respect british politician height career crumble become obsess son lover,Drama
,9609,Alpha Dog,johnny truelove like see tough son underworld figure drug dealer johnny also like get tough things go way jake mazursky fail pay johnny things get worse mazursky family johnny gang kidnap jake year old brother hold hostage problem steal boy,Crime
,9610,White Men Can't Jump,billy hoyle sidney deane unlikely pair basketball hustlers team con way across court los angeles play game fast dangerous funny,Comedy
,9611,Superman: Doomsday,lexcorps accidentally unleash murderous creature doomsday superman meet greatest challenge champion base death superman storyline appear dc comics publications,Action
,9612,I Still Know What You Did Last Summer,unfinished business coed julie jam bring murderer bahamas terrorize friends karla tyrell vacation ray bronson survive bloody attack alongside julie two summer ago get island time save everyone,Horror
,9613,Because I Said So,effort prevent family history repeat meddlesome mom daphne wilder attempt set youngest daughter milly mr right meanwhile daughters try keep mom good intentions control,Comedy
,9614,All Things Fair,film set whole europe embroil wwii deal attraction year old boy stig teacher viola whole movie revolve around sexual encounter stig viola eventually grow,Drama
,9615,Friday After Next,craig day day finally move parent house crib cousins work nights local mall security guard house rob christmas eve team track,Comedy
,9616,The Cured,happen undead return life world ravage years virus turn infect zombie like cannibals cure last find wrench process reintegrate survivors back society begin,Horror
,9617,"Lust, Caution",world war ii secret agent must seduce assassinate official work japanese puppet government shanghai mission become cloud find fall love man assign kill,Action
,9618,Catch.44,live three female assassins take sudden turn charm boss lure one last job soon find thrust bizarre situation involve psychotic hit man grizzle trucker delusional line cook,Drama
,9619,About Cherry,drama center trouble young woman move san francisco get involve pornography align cocaine addict lawyer,Drama
,9620,Knockaround Guys,four sons well know new york mobsters must retrieve bag cash small montana town rule corrupt sheriff,Crime
,9621,Volcano,earthquake shatter peaceful los angeles morning open fissure deep earth cause lava start bubble volcano begin form la brea tar pit director city emergency management service mike roark work geologist amy barnes must use every resource city try stop volcano consume los angeles,Science Fiction
,9622,Head Full of Honey,eleven years old tilda parent put beloved grandfather old people home due progress alzheimer disease take one last adventure subliminally threaten tear family apart,Drama
,9623,The Meddler,new iphone apartment near grove comfortable bank account leave beloved late husband marnie minervini happily relocate new jersey los angeles near daughter lori successful still single screenwriter smother motherly love dozens texts unexpected visit conversations dominate unsolicited advice force lori draw strict personal boundaries marnie find ways channel eternal optimism forceful generosity change live others well find new purpose life,Comedy
,9624,Odd Thomas,california desert town short order cook clairvoyant abilities encounter mysterious man link dark threaten force,Mystery
,9625,Dragon Ball Z: Super Android 13!,dr gero androids awaken laboratory computers immediately head mall goku shop goku trunks vegita defeat absorb inner computers become super greater original three separately goku stop,Action
,9626,Snow Dogs,miami dentist inherit team sled dog get learn trade lose pack crusty mountain man,Adventure
,9627,"Paris, Texas",man wander desert know brother find help pull memory back life lead walk family disappear four years earlier,Drama
,9628,22 Bullets,charly mattei turn back life outlaw last three years lead peaceful life devote wife two children one winter morning leave dead park garage marseille old port bullets body odds die,Action
,9629,Get Shorty,chili palmer miami mobster get send boss psychopathic bone barboni collect bad debt harry zimm hollywood producer specialize cheesy horror film chili meet harry lead lady romantic spark fly pitch life story movie idea chili learn mobster hollywood producer really different,Comedy
,9630,Melissa P.,adolescent girl live mother grandmother first sexual experience heavy excessive way,Drama
,9631,Beneath the Planet of the Apes,astronaut brent send rescue taylor crash land planet ape like taylor original film taylor disappear forbid zone brent nova try follow find discover cult humans fear ape latest military movements find middle tension mount climactic battle ape man deep bowels planet,Adventure
